id,userName,userImage,date,url,score,title,text
gp:AOqpTOFxIWUOnGki485HJIKmVsANqp-6aVZTBaGeWFL-6-a0WPuBBUeiHa2fbF7cOvbyx1Gak_64010-TubEsg,Haider Rizvi,https://lh5.googleusercontent.com/-pV8L2vqp7NA/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQMAQNAJkueyoLM-DDbTx2EBhcA7zQ/w96-h96-p/photo.jpg,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRnhJV1VPbkdraTQ4NUhKSUttVnNBTnFwLTZhVlpUQmFHZVdGTC02LWEwV1B1QkJVZWlIYTJmYkY3Y092Ynl4MUdha182NDAxMC1UdWJFc2c,3,,its fine bt not so good
gp:AOqpTOFdWsZQEiWlUo-1yc-MgMco-kd4ZrLp-97wcTC62IMrvY8XdN0L38HUhD7ENhSH6PVNoKOxyjvxYH2Bzw,MaHa AnGeL MaHi,https://lh3.googleusercontent.com/a-/AAuE7mAxT3HI4m1yBbRUOva6Bb1uXZOrPMrojf_2CHPXEg=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRmRXc1pRRWlXbFVvLTF5Yy1NZ01jby1rZDRackxwLTk3d2NUQzYySU1ydlk4WGROMEwzOEhVaEQ3RU5oU0g2UFZOb0tPeHlqdnhZSDJCenc,5,,amazing
gp:AOqpTOE4eUOMNIk2-KCDw5KceSVVH3Tlxq9-EkA_NiyAqj23kBMK2F8HhS0zRcLiJcMN7VRczYhFuGxCgIHNsA,Ashish Shep,https://lh3.googleusercontent.com/a-/AAuE7mDCMDYvRjnAyJ3X5ldpcoIch5BbEmL6-LQ0xxc35A=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRTRlVU9NTklrMi1LQ0R3NUtjZVNWVkgzVGx4cTktRWtBX05peUFxajIza0JNSzJGOEhoUzB6UmNMaUpjTU43VlJjelloRnVHeENnSUhOc0E,1,,wrost
gp:AOqpTOHXIoo23ELIVtqPp9yfigH9sTH06bmY_wr7jEH57PodyVM_KPZew1fy1DHPNxo9AgrXQ80Ihe3d9Ak_og,,https://lh3.googleusercontent.com/a-/AAuE7mCMbANjMXfWVZaFMD0whDTkPAgpm2wolKDmaeVn=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPSFhJb28yM0VMSVZ0cVBwOXlmaWdIOXNUSDA2Ym1ZX3dyN2pFSDU3UG9keVZNX0tQWmV3MWZ5MURIUE54bzlBZ3JYUTgwSWhlM2Q5QWtfb2c,5,,it is fantastic
gp:AOqpTOE5Dw9IY1H1y4oIuI6HEL5DUTFr3R3Zr6gIAC5dT6VupUczaCjsXYz3tqcMSTNAv4G_P-fJwI56uUzJ_A,rajat girdhar,https://lh3.googleusercontent.com/a-/AAuE7mC5kfmRC3qcDHevqJ2HWL4ny1tjGNtLrIaPoOQwmA=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRTVEdzlJWTFIMXk0b0l1STZIRUw1RFVURnIzUjNacjZnSUFDNWRUNlZ1cFVjemFDanNYWXozdHFjTVNUTkF2NEdfUC1mSndJNTZ1VXpKX0E,1,,total waste of money with happn
gp:AOqpTOF05Mjw7a2D93oHzWob96vIamKNGCDWpUEmN5qKJ88SVDt-iNvUpn98Ze8VhP7cjMxDJ0BXeOmBfOaDrw,samreen kstar,https://lh3.googleusercontent.com/a-/AAuE7mDv2SY149woaNy0aOQUlk6keY2YyT7F75i9Y26_HQ=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRjA1TWp3N2EyRDkzb0h6V29iOTZ2SWFtS05HQ0RXcFVFbU41cUtKODhTVkR0LWlOdlVwbjk4WmU4VmhQN2NqTXhESjBCWGVPbUJmT2FEcnc,5,,found the cutest one... 😍
gp:AOqpTOHD1ZuRkVZMxVfsqT7ECauacxFWkdkDkJhu7CXIltDl-P-Ca6DfbdD5uiZDmxTfUdIbgtb4Ph168HNvtQ,,https://lh3.googleusercontent.com/a-/AAuE7mD0CSSrpo4kkSSPjaK13U_61r7Zg7SbwgimIv27=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPSEQxWnVSa1ZaTXhWZnNxVDdFQ2F1YWN4RldrZGtEa0podTdDWElsdERsLVAtQ2E2RGZiZEQ1dWlaRG14VGZVZEliZ3RiNFBoMTY4SE52dFE,5,,super
gp:AOqpTOEbs154gdoSeA_xAa2KlK72VNd0HWJgM3NF7O8c6ZeSHRT8IE0jUx8MFht8Fe38Sfjj5U2tLUjrQ2m2Jw,Martin Feeney,https://lh3.googleusercontent.com/a-/AAuE7mC2Ks5qtHC8q1g_C4u4JWChoeX50tDWcjkbVUApHw=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRWJzMTU0Z2RvU2VBX3hBYTJLbEs3MlZOZDBIV0pnTTNORjdPOGM2WmVTSFJUOElFMGpVeDhNRmh0OEZlMzhTZmpqNVUydExVanJRMm0ySnc,1,,"I haven't received sny matches so i hsve nk idea how the app works. The app is constantly trying to upsell, though, ehich is strange givmven there are no matches. i uninstalled the app."
gp:AOqpTOHPidFjkuEB84aCEwUY6BkRhA7C1ykrl_o218nxMSfhl28TgAigQggL96VxmkYJOuRXmxuvd4SVkpV61A,hmz mohammed,https://lh3.googleusercontent.com/a-/AAuE7mASiu69MfdIxtwfD0ktwfP2vckxRFhGwSmvKneP=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPSFBpZEZqa3VFQjg0YUNFd1VZNkJrUmhBN0MxeWtybF9vMjE4bnhNU2ZobDI4VGdBaWdRZ2dMOTZWeG1rWUpPdVJYbXh1dmQ0U1ZrcFY2MUE,5,,good one
gp:AOqpTOFaUEpPXo01dLKq47uET_zT26wsA_sCjvV4K9fvdBd7AVV7uK4lGM5xrnaCcxW9MJivHsMTEk60Y-wBXA,Nilesh lakhtariya,https://lh3.googleusercontent.com/a-/AAuE7mDxznCQgjdgT0Ph9lkXEeJS8ZRWQHWWU_HnA-6vEQ=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRmFVRXBQWG8wMWRMS3E0N3VFVF96VDI2d3NBX3NDanZWNEs5ZnZkQmQ3QVZWN3VLNGxHTTV4cm5hQ2N4VzlNSml2SHNNVEVrNjBZLXdCWEE,5,,supb
gp:AOqpTOGYvZa9eSF0yy2djKN57-glICHFjsXahhvbyr4Lnab3UcZyvnG1pQVUNBYBp476fkfVWe8Gd6JL-iIHfA,,https://lh3.googleusercontent.com/a-/AAuE7mBLBO_GDCuEV8ENY_2VJC55ipDTIoQhLG5dfjIL=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPR1l2WmE5ZVNGMHl5MmRqS041Ny1nbElDSEZqc1hhaGh2YnlyNExuYWIzVWNaeXZuRzFwUVZVTkJZQnA0NzZma2ZWV2U4R2Q2SkwtaUlIZkE,5,,bakar ha bhot jyada
gp:AOqpTOFAeBzbXQlzMqRTD3GuGtOi1ZGg7bm4aITVD63kqrOEKTk1nmXxKYoAAKVenXqv0vIWbT_qhBchdglMwQ,himanshu yadav,https://lh3.googleusercontent.com/a-/AAuE7mCnODaKjzFQ3FZimwLiu0FvxAEEC7ig7RKS2BeO=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRkFlQnpiWFFsek1xUlREM0d1R3RPaTFaR2c3Ym00YUlUVkQ2M2txck9FS1RrMW5tWHhLWW9BQUtWZW5YcXYwdklXYlRfcWhCY2hkZ2xNd1E,5,,its an amazing . app
gp:AOqpTOFk4Lw5hggdGTWG8vYaM03o75cMXCoGjpPY8t2R86DngyPIHKMv74PnXLLne9C0OLkB-d4y4l-EIxp_xA,Ashish Biswas,https://lh6.googleusercontent.com/-5sGNX9jVJJE/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNc-ddqYIZBxFG16BIsNqpjpfy3kw/w96-h96-p/photo.jpg,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRms0THc1aGdnZEdUV0c4dllhTTAzbzc1Y01YQ29HanBQWTh0MlI4NkRuZ3lQSUhLTXY3NFBuWExMbmU5QzBPTGtCLWQ0eTRsLUVJeHBfeEE,5,,😘
gp:AOqpTOG3ldZbwADFxl6II2QRbLHg1DRevRMxEN97gh8FvyRfqofF2fZqeYLeCObK5Z5NDST9jNZtfmVpUXOJ5Q,Md Altaf Shaikh,https://lh3.googleusercontent.com/a-/AAuE7mDSYc3A86GoR6X6HcgwRwQnJkZdjFGc6Zm206HP5w=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRzNsZFpid0FERnhsNklJMlFSYkxIZzFEUmV2Uk14RU45N2doOEZ2eVJmcW9mRjJmWnFlWUxlQ09iSzVaNU5EU1Q5ak5adGZtVnBVWE9KNVE,5,,ok
gp:AOqpTOEuAzzsMcz8FiUNJ3RvVQMt1YFoCHbiOWKuJ47GHwW9vb2TVPcA3XdgzQ6MHhZ7vv3sTuWzO5uyRUXTFQ,Sindhu Jee,https://lh3.googleusercontent.com/a-/AAuE7mCOmNJJvQJusVzOV5QVjH93D18cS-nHp_4rCV7m=w96-h96-p,"February 13, 2019",https://play.google.com/store/apps/details?id=com.ftw_and_co.happn&reviewId=Z3A6QU9xcFRPRXVBenpzTWN6OEZpVU5KM1J2VlFNdDFZRm9DSGJpT1dLdUo0N0dId1c5dmIyVFZQY0EzWGRnelE2TUhoWjd2djNzVHVXek81dXlSVVhURlE,5,,good
